year,LDPCombined,,YearCalc,...2,kuname,pid,year,name_jp,prewruns,prewwins,run1946,win1946,totcruns,totcwins,legis,yr,ken,kunr,kucode,kucoder,region,prcode,result,inc,party_jp,party_en,party_id,ku_vote,ku_totvote,ku_electorate,ku_voteshare,ku_rank,ku_m,ku_ncand,pr_partyvote,pr_totvote,pr_electorate,pr_voteshare,pr_m,pr_partyseats,pr_rank,pr_ncand,pr_rerank,byelection,bycause,mtentry,mtexit,poptotal,popmale,popfemale,popunder15,popover65,popdid,popdensity,work1st,work2nd,work3rd,depurgee,female,byear,age,exp,limit,totexp,LDPCombined
1983,0,78,1,667,Aichi 3,16079,1983,<U+68EE><U+6CBB><U+7537>,0,0,0,0,1,0,37,15,Aichi,3,2303,2303,Tokai,0,0,0,<U+6C11><U+4E3B><U+793E><U+4F1A><U+515A>,DSP,4,73301,425522,675707,0.17226136,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1001416,493549,507867,243395,77547,490479,0.48980001,31640,220944,238616,0,0,1946,37,12076344,17019500,48757912,0
1983,1,82,1,685,Aichi 3,16501,1983,<U+6C5F><U+5D0E><U+771F><U+6F84>,0,0,1,1,15,14,37,15,Aichi,3,2303,2303,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,107918,425522,675707,0.25361321,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1001416,493549,507867,243395,77547,490479,0.48980001,31640,220944,238616,0,0,1915,68,9897805,17019500,48757912,1
1983,1,86,1,706,Aichi 3,16846,1983,<U+6D77><U+90E8><U+4FCA><U+6A39>,0,0,0,0,9,9,37,15,Aichi,3,2303,2303,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,123415,425522,675707,0.29003201,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1001416,493549,507867,243395,77547,490479,0.48980001,31640,220944,238616,0,0,1931,52,14491151,17019500,48757912,1
1983,0,91,1,724,Aichi 3,17870,1983,<U+7956><U+7236><U+6C5F><U+5100><U+7537>,0,0,0,0,4,0,37,15,Aichi,3,2303,2303,Tokai,0,0,0,<U+5171><U+7523><U+515A>,JCP,5,29348,425522,675707,0.06896941,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1001416,493549,507867,243395,77547,490479,0.48980001,31640,220944,238616,0,0,1935,48,3249056,17019500,48757912,0
1983,1,95,1,776,Aichi 4,10579,1983,<U+4E2D><U+91CE><U+56DB><U+90CE>,0,0,1,1,15,12,37,15,Aichi,4,2304,2304,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,86814,529881,804377,0.16383679,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,1,1204819,614332,590487,299001,92289,583594,0.4844,38865,322586,249220,0,0,1907,76,8533447,16339700,56440144,1
1983,0,96,1,788,Aichi 4,11069,1983,<U+4F0A><U+85E4><U+82F1><U+6210>,0,0,0,0,1,1,37,15,Aichi,4,2304,2304,Tokai,0,1,0,<U+6C11><U+4E3B><U+793E><U+4F1A><U+515A>,DSP,4,147271,529881,804377,0.27793221,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1204819,614332,590487,299001,92289,583594,0.4844,38865,322586,249220,0,0,1941,42,10498921,16339700,56440144,0
1983,0,100,1,793,Aichi 4,11437,1983,<U+516B><U+7530><U+5E83><U+5B50>,0,0,0,0,1,0,37,15,Aichi,4,2304,2304,Tokai,0,0,0,<U+5171><U+7523><U+515A>,JCP,5,45313,529881,804377,0.08551543,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1204819,614332,590487,299001,92289,583594,0.4844,38865,322586,249220,0,1,1946,37,5420829,16339700,56440144,0
1983,0,106,1,834,Aichi 4,13609,1983,<U+5C0F><U+7530><U+5E78><U+5E73>,0,0,0,0,1,0,37,15,Aichi,4,2304,2304,Tokai,0,0,0,<U+65E5><U+672C><U+307F><U+3069><U+308A><U+306E><U+515A>,Minor Party,99,6778,529881,804377,0.01279155,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1204819,614332,590487,299001,92289,583594,0.4844,38865,322586,249220,0,0,1928,55,793857,16339700,56440144,0
1983,1,114,1,867,Aichi 4,16834,1983,<U+6D66><U+91CE><U+70CB><U+8208>,0,0,0,0,3,3,37,15,Aichi,4,2304,2304,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,114802,529881,804377,0.21665619,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1204819,614332,590487,299001,92289,583594,0.4844,38865,322586,249220,0,0,1941,42,14242264,16339700,56440144,1
1983,1,119,1,902,Aichi 4,18067,1983,<U+7A32><U+57A3><U+5B9F><U+7537>,0,0,0,0,4,4,37,15,Aichi,4,2304,2304,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,89552,529881,804377,0.16900398,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1204819,614332,590487,299001,92289,583594,0.4844,38865,322586,249220,0,0,1928,55,11542982,16339700,56440144,1
1983,0,124,1,921,Aichi 4,19916,1983,<U+9752><U+5C71><U+4F0A><U+6D25><U+5B50>,0,0,0,0,1,0,37,15,Aichi,4,2304,2304,Tokai,0,0,0,<U+7121><U+6240><U+5C5E> (<U+793E>),JSPI,2.5,39351,529881,804377,0.07426384,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1204819,614332,590487,299001,92289,583594,0.4844,38865,322586,249220,0,1,1944,39,5407845,16339700,56440144,0
1983,0,125,1,928,Aichi 5,10122,1983,<U+4E09><U+6D66><U+656C><U+4E09>,0,0,0,0,4,0,37,15,Aichi,5,2305,2305,Tokai,0,0,0,<U+5171><U+7523><U+515A>,JCP,5,18318,308720,485608,0.05933532,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,698905,343458,355447,162749,71665,343057,0.49079999,51674,144220,170161,0,0,1932,51,1824806,15239400,38609916,0
1983,1,128,1,939,Aichi 5,10177,1983,<U+4E0A><U+6751><U+5343><U+4E00><U+90CE>,0,0,0,0,9,9,37,15,Aichi,5,2305,2305,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,76379,308720,485608,0.24740542,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,698905,343458,355447,162749,71665,343057,0.49079999,51674,144220,170161,0,0,1912,71,11406880,15239400,38609916,1
1983,0,135,1,970,Aichi 5,14174,1983,<U+5CA1><U+7530><U+54F2><U+5150>,0,0,0,0,6,2,37,15,Aichi,5,2305,2305,Tokai,0,0,0,<U+793E><U+4F1A><U+515A>,JSP,2,58428,308720,485608,0.18925888,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,698905,343458,355447,162749,71665,343057,0.49079999,51674,144220,170161,0,0,1912,71,3221798,15239400,38609916,0
1983,1,140,1,990,Aichi 5,15415,1983,<U+6751><U+7530><U+656C><U+6B21><U+90CE>,0,0,0,0,6,6,37,15,Aichi,5,2305,2305,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,82095,308720,485608,0.26592058,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,698905,343458,355447,162749,71665,343057,0.49079999,51674,144220,170161,0,0,1924,59,9898029,15239400,38609916,1
1983,0,148,1,1047,Aichi 5,19224,1983,<U+8FD1><U+85E4><U+8C4A>,0,0,0,0,3,3,37,15,Aichi,5,2305,2305,Tokai,0,1,1,<U+7121><U+6240><U+5C5E> (<U+6C11><U+793E>),DSPI,4.5,73500,308720,485608,0.23807981,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,698905,343458,355447,162749,71665,343057,0.49079999,51674,144220,170161,0,0,1935,48,12258402,15239400,38609916,0
1983,0,155,1,1095,Aichi 6,12439,1983,<U+585A><U+672C><U+4E09><U+90CE>,0,0,0,0,13,8,37,15,Aichi,6,2306,2306,Tokai,0,1,1,<U+6C11><U+4E3B><U+793E><U+4F1A><U+515A>,DSP,4,105748,424457,724191,0.24913713,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048058,529618,518440,228287,84327,984302,0.93919998,3983,191747,315231,0,0,1927,56,10007022,15781800,44491644,0
1983,0,160,1,1105,Aichi 6,13062,1983,<U+5B89><U+85E4><U+5DCC>,0,0,0,0,4,3,37,15,Aichi,6,2306,2306,Tokai,0,0,1,<U+5171><U+7523><U+515A>,JCP,5,71133,424457,724191,0.16758588,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048058,529618,518440,228287,84327,984302,0.93919998,3983,191747,315231,0,0,1925,58,3996058,15781800,44491644,0
1983,0,163,1,1120,Aichi 6,16230,1983,<U+6A2A><U+6C5F><U+91D1><U+592B>,0,0,0,0,3,1,37,15,Aichi,6,2306,2306,Tokai,0,1,0,<U+793E><U+4F1A><U+515A>,JSP,2,83356,424457,724191,0.19638267,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048058,529618,518440,228287,84327,984302,0.93919998,3983,191747,315231,0,0,1934,49,8738030,15781800,44491644,0
1983,1,165,1,1125,Aichi 6,16397,1983,<U+6C34><U+5E73><U+8C4A><U+5F66>,0,0,0,0,4,4,37,15,Aichi,6,2306,2306,Tokai,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,78983,424457,724191,0.1860801,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,1,1048058,529618,518440,228287,84327,984302,0.93919998,3983,191747,315231,0,0,1932,51,11164552,15781800,44491644,1
1983,0,171,1,1142,Aichi 6,17819,1983,<U+77F3><U+7530><U+5E78><U+56DB><U+90CE>,0,0,0,0,7,6,37,15,Aichi,6,2306,2306,Tokai,0,1,1,<U+516C><U+660E><U+515A>,Komeito,3,85237,424457,724191,0.20081422,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048058,529618,518440,228287,84327,984302,0.93919998,3983,191747,315231,0,0,1930,53,10585982,15781800,44491644,0
1983,0,179,1,1280,Akita 1,10380,1983,<U+4E2D><U+5DDD><U+5229><U+4E09><U+90CE>,0,0,0,0,5,3,37,15,Akita,1,501,501,Tohoku,0,1,0,<U+5171><U+7523><U+515A>,JCP,5,62187,393251,551716,0.15813564,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,746511,357027,389484,154184,82169,306213,0.4102,59703,97788,200073,0,0,1920,63,3543326,14570800,51618756,0
1983,1,185,1,1303,Akita 1,11138,1983,<U+4F50><U+3005><U+6728><U+7FA9><U+6B66>,0,0,0,0,9,9,37,15,Akita,1,501,501,Tohoku,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,61839,393251,551716,0.15725071,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,746511,357027,389484,154184,82169,306213,0.4102,59703,97788,200073,0,0,1909,74,11981983,14570800,51618756,1
1983,1,186,1,1306,Akita 1,11255,1983,<U+4F50><U+85E4><U+656C><U+592B>,0,0,0,0,2,0,37,15,Akita,1,501,501,Tohoku,0,0,0,<U+81EA><U+6C11><U+515A>,LDP,1,56837,393251,551716,0.1445311,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,746511,357027,389484,154184,82169,306213,0.4102,59703,97788,200073,0,0,1935,48,11371789,14570800,51618756,1
1983,0,190,1,1318,Akita 1,11256,1983,<U+4F50><U+85E4><U+656C><U+6CBB>,0,0,0,0,6,4,37,15,Akita,1,501,501,Tohoku,0,1,1,<U+793E><U+4F1A><U+515A>,JSP,2,74015,393251,551716,0.18821313,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,746511,357027,389484,154184,82169,306213,0.4102,59703,97788,200073,0,0,1920,63,6626411,14570800,51618756,0
1983,0,200,1,1415,Akita 1,18787,1983,<U+85E4><U+6751><U+662D><U+5B5D>,0,0,0,0,1,0,37,15,Akita,1,501,501,Tohoku,0,0,0,<U+793E><U+4F1A><U+515A>,JSP,2,56927,393251,551716,0.14475996,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,746511,357027,389484,154184,82169,306213,0.4102,59703,97788,200073,0,0,1927,56,6214340,14570800,51618756,0
1983,1,201,1,1417,Akita 1,19369,1983,<U+91CE><U+5442><U+7530><U+82B3><U+6210>,0,0,0,0,1,1,37,15,Akita,1,501,501,Tohoku,0,1,0,<U+81EA><U+6C11><U+515A>,LDP,1,81446,393251,551716,0.20710945,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,746511,357027,389484,154184,82169,306213,0.4102,59703,97788,200073,0,0,1929,54,11880907,14570800,51618756,1
1983,0,208,1,1461,Akita 2,14389,1983,<U+5DDD><U+4FE3><U+5065><U+4E8C><U+90CE>,0,0,0,0,6,6,37,15,Akita,2,502,502,Tohoku,0,1,1,<U+793E><U+4F1A><U+515A>,JSP,2,61698,285799,384705,0.21587899,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,508606,244089,264517,101368,65513,74722,0.1469,80544,77822,104809,0,0,1926,57,8237626,13398700,49466192,0
1983,1,215,1,1495,Akita 2,15396,1983,<U+6751><U+5CA1><U+517C><U+9020>,0,0,0,0,5,4,37,15,Akita,2,502,502,Tohoku,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,60021,285799,384705,0.21001123,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,508606,244089,264517,101368,65513,74722,0.1469,80544,77822,104809,0,0,1931,52,9966596,13398700,49466192,1
1983,1,221,1,1521,Akita 2,15904,1983,<U+6839><U+672C><U+9F8D><U+592A><U+90CE>,0,0,0,0,15,13,37,15,Akita,2,502,502,Tohoku,0,0,1,<U+81EA><U+6C11><U+515A>,LDP,1,42273,285799,384705,0.14791164,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,508606,244089,264517,101368,65513,74722,0.1469,80544,77822,104809,0,0,1907,76,10447555,13398700,49466192,1
1983,1,223,1,1534,Akita 2,18201,1983,<U+7B39><U+5C71><U+767B><U+751F>,0,0,0,0,3,2,37,15,Akita,2,502,502,Tohoku,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,54298,285799,384705,0.18998667,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,508606,244089,264517,101368,65513,74722,0.1469,80544,77822,104809,0,0,1941,42,11894517,13398700,49466192,1
1983,0,227,1,1551,Akita 2,18310,1983,<U+7D30><U+8C37><U+662D><U+96C4>,0,0,0,0,3,2,37,15,Akita,2,502,502,Tohoku,0,1,0,<U+793E><U+4F1A><U+515A>,JSP,2,56811,285799,384705,0.19877956,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,508606,244089,264517,101368,65513,74722,0.1469,80544,77822,104809,0,0,1927,56,6921636,13398700,49466192,0
1983,0,230,1,1588,Akita 2,19714,1983,<U+9577><U+6CBC><U+5B97><U+4E8C>,0,0,0,0,5,0,37,15,Akita,2,502,502,Tohoku,0,0,0,<U+5171><U+7523><U+515A>,JCP,5,10698,285799,384705,0.0374319,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,508606,244089,264517,101368,65513,74722,0.1469,80544,77822,104809,0,0,1932,51,1998260,13398700,49466192,0
1983,1,233,1,1684,Aomori 1,12644,1983,<U+5927><U+5CF6><U+7406><U+68EE>,0,0,0,0,2,1,37,15,Aomori,1,201,201,Tohoku,0,1,0,<U+81EA><U+6C11><U+515A>,LDP,1,98275,458716,699826,0.21423931,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,983729,475945,507784,233070,87310,470712,0.47850001,85092,106796,267093,0,0,1946,37,13830209,17211800,71417776,1
1983,0,239,1,1734,Aomori 1,16620,1983,<U+6CA2><U+8C37><U+5FE0><U+5247>,0,0,0,0,1,0,37,15,Aomori,1,201,201,Tohoku,0,0,0,<U+5171><U+7523><U+515A>,JCP,5,13768,458716,699826,0.03001421,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,983729,475945,507784,233070,87310,470712,0.47850001,85092,106796,267093,0,0,1932,51,4823993,17211800,71417776,0
1983,1,241,1,1747,Aomori 1,16729,1983,<U+6D25><U+5CF6><U+96C4><U+4E8C>,0,0,0,0,4,4,37,15,Aomori,1,201,201,Tohoku,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,96478,458716,699826,0.21032185,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,983729,475945,507784,233070,87310,470712,0.47850001,85092,106796,267093,0,0,1930,53,16376187,17211800,71417776,1
1983,1,245,1,1776,Aomori 1,17387,1983,<U+7530><U+540D><U+90E8><U+5321><U+7701>,0,0,0,0,4,3,37,15,Aomori,1,201,201,Tohoku,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,81503,458716,699826,0.17767638,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,983729,475945,507784,233070,87310,470712,0.47850001,85092,106796,267093,0,0,1934,49,14258123,17211800,71417776,1
1983,1,249,1,1787,Aomori 1,18130,1983,<U+7AF9><U+4E2D><U+4FEE><U+4E00>,0,0,0,0,6,4,37,15,Aomori,1,201,201,Tohoku,0,0,1,<U+81EA><U+6C11><U+515A>,LDP,1,76609,458716,699826,0.16700747,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,983729,475945,507784,233070,87310,470712,0.47850001,85092,106796,267093,0,0,1918,65,13272092,17211800,71417776,1
1983,0,252,1,1807,Aomori 1,19816,1983,<U+95A2><U+6674><U+6B63>,0,0,0,0,3,3,37,15,Aomori,1,201,201,Tohoku,0,1,1,<U+793E><U+4F1A><U+515A>,JSP,2,92083,458716,699826,0.20074076,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,983729,475945,507784,233070,87310,470712,0.47850001,85092,106796,267093,0,0,1924,59,8857174,17211800,71417776,0
1983,1,262,1,1879,Aomori 2,15197,1983,<U+6728><U+6751><U+5B88><U+7537>,0,0,0,0,4,1,37,15,Aomori,2,202,202,Tohoku,0,0,1,<U+81EA><U+6C11><U+515A>,LDP,1,64661,286387,400020,0.2257819,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,540503,257096,283407,116644,61625,170447,0.31529999,92175,50072,117830,0,0,1938,45,14441950,14442200,36484104,1
1983,0,267,1,1922,Aomori 2,16731,1983,<U+6D25><U+5DDD><U+6B66><U+4E00>,0,0,1,0,7,5,37,15,Aomori,2,202,202,Tohoku,0,1,0,<U+5171><U+7523><U+515A>,JCP,5,70473,286387,400020,0.24607611,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,540503,257096,283407,116644,61625,170447,0.31529999,92175,50072,117830,0,0,1909,73,2617482,14442200,36484104,0
1983,1,269,1,1938,Aomori 2,17444,1983,<U+7530><U+6CA2><U+5409><U+90CE>,0,0,0,0,9,9,37,15,Aomori,2,202,202,Tohoku,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,86217,286387,400020,0.30105068,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,540503,257096,283407,116644,61625,170447,0.31529999,92175,50072,117830,0,0,1918,65,9026407,14442200,36484104,1
1983,1,273,1,1955,Aomori 2,18156,1983,<U+7AF9><U+5185><U+9ECE><U+4E00>,0,0,0,0,8,8,37,15,Aomori,2,202,202,Tohoku,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,65036,286387,400020,0.22709131,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,540503,257096,283407,116644,61625,170447,0.31529999,92175,50072,117830,0,0,1926,57,10398265,14442200,36484104,1
1983,0,277,1,2025,Chiba 1,10229,1983,<U+4E0A><U+91CE><U+5EFA><U+4E00>,0,0,0,0,1,1,37,15,Chiba,1,1201,1201.1,Minami Kanto,0,1,0,<U+793E><U+4F1A><U+515A>,JSP,2,96892,673359,1172547,0.14389352,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1747991,888779,859212,436451,100706,1445929,0.8272,24273,245156,514613,0,0,1931,52,8750000,18934900,90105544,0
